id_venta;fecha;id_cliente;id_producto;id_tienda;id_promocion;cantidad;precio_unitario;descuento
31098;2024-12-05;932;493;7;28.0;2;46.81;28.09
15967;29/06/2024;474;483;4;;1;16.12;0.0
56966;2025-12-03;933;209;9;;1;307.75;0.0
49057;30/07/2025;3614;282;3;;2;23.8;0.0
25786;2024-10-04;4816;353;13;1.0;1;81.01;12.15
38309;24/02/2025;1586;268;3;;1;20.74;0.0
33190;2024-12-20;2492;304;15;30.0;2;126.54;63.27
26348;2024-10-11;1555;122;14;;1;91.82;0.0
48850;2025-07-28;2399;52;1;;1;120.98;0.0
18691;18/07/2024;3930;70;8;;2;17.35;0.0
24850;21/09/2024;3566;260;6;16.0;1;59.41;11.88
16556;2024-07-03;2905;468;15;;3;51.23;0.0
3957;04/02/2024;3368;320;10;;2;56.81;0.0
5607;25/02/2024;3120;3;2;29.0;1;92.38;
59806;2025-12-29;3456;131;4;;1;9.97;0.0
45826;2025-07-02;105;122;4;;1;98.52;0.0
24847;2024-09-21;3023;141;5;9.0;3;8.22;7.4
44149;2025-06-08;648;49;4;;1;11.05;0.0
34494;29/12/2024;4819;134;9;15.0;3;11.16;1.67
1185;11/01/2024;273;45;2;38.0;1;85.77;12.87
26141;08/10/2024;1390;209;8;;3;322.88;0.0
42743;2025-05-18;1798;331;5;;2;29.51;0.0
49557;2025-08-07;913;231;7;;2;23.57;0.0
53794;17/10/2025;4643;331;1;;2;28.26;0.0
33673;2024-12-23;575;411;14;15.0;3;73.76;
19879;26/07/2024;4174;259;5;34.0;1;40.76;6.11
8347;2024-03-27;3287;440;1;;1;96.6;0.0
50014;14/08/2025;4693;296;3;17.0;1;35.92;8.98
7798;2024-03-21;392;165;11;;2;51.09;0.0
40016;2025-03-27;140;3;13;36.0;1;89.0;17.8
6090;2 de marzo de 2024;4001;53;6;13.0;1;87.65;8.77
2081;19/01/2024;2979;120;2;11.0;1;5.58;0.56
40697;9 de abril de 2025;2242;224;4;;2;41.03;0.0
46622;2025-07-08;3340;498;4;;2;58.17;
57964;12/12/2025;1095;286;15;;3;112.29;0.0
7934;23/03/2024;4676;141;5;;2;7.7;0.0
10847;03/05/2024;1966;239;1;;2;10.65;
12178;18/05/2024;1878;1;2;;1;49.26;0.0
9317;2024-04-09;4147;349;15;;1;146.2;0.0
24595;2024-09-17;1767;296;12;9.0;1;36.42;10.93
51798;11/09/2025;2027;389;1;21.0;2;85.97;25.79
11928;15 de mayo de 2024;4155;246;8;19.0;2;7.84;3.92
9928;2024-04-19;4094;89;11;;1;48.27;0.0
7212;14/03/2024;3071;444;11;;1;105.49;0.0
21062;04/08/2024;1188;389;15;34.0;1;90.7;13.61
6534;2024-03-07;1624;435;8;;1;39.65;0.0
5210;20/02/2024;620;236;7;29.0;3;75.46;67.91
35415;2025-01-09;1110;310;10;;1;7.97;
10074;2024-04-21;3842;268;13;20.0;1;21.29;2.13
49594;2025-08-07;4181;250;8;;1;20.87;0.0
43391;2025-05-29;3736;75;9;;3;47.78;0.0
8449;28/03/2024;1263;454;11;37.0;2;185.83;18.58
39165;2025-03-11;478;455;12;22.0;1;24.08;4.82
34247;2024-12-28;1901;498;14;;1;58.77;0.0
28927;13/11/2024;2541;226;2;;1;8.07;0.0
693;2024-01-07;539;309;10;;1;2.96;
48218;22/07/2025;828;122;8;;1;91.06;
30226;29 de noviembre de 2024;3449;493;9;7.0;2;47.94;9.59
56197;2025-11-23;1708;328;9;26.0;1;134.89;40.47
39134;11/03/2025;2421;307;15;;1;242.11;0.0
57207;05/12/2025;2572;350;5;26.0;1;31.54;
51308;02/09/2025;713;496;12;4.0;1;62.01;9.3
7371;2024-03-16;4717;91;15;;1;25.11;0.0
34070;26/12/2024;1732;87;15;27.0;1;61.1;18.33
7838;21/03/2024;331;416;5;;3;51.82;0.0
47646;2025-07-17;4211;268;5;;1;21.73;0.0
36484;23/01/2025;478;309;13;32.0;2;3.15;0.32
56592;29/11/2025;1819;345;11;26.0;1;30.87;9.26
24496;16/09/2024;71;26;12;;1;10.26;0.0
28634;2024-11-10;3831;309;9;33.0;1;2.92;0.88
5038;17/02/2024;3617;111;2;14.0;200;251.99;50.4
37168;02/02/2025;2946;284;11;32.0;1;28.77;1.44
52775;29 de septiembre de 2025;2100;20;2;25.0;2;269.53;134.76
13841;2024-06-05;642;355;11;;1;9.18;0.0
20901;03/08/2024;2492;59;13;;1;44.54;0.0
30980;2024-12-05;216;396;11;;3;18.9;
44063;07/06/2025;1727;498;1;;1;57.49;0.0
7355;16/03/2024;4267;78;7;;1;22.12;0.0
16123;2024-06-30;2727;6;11;;2;35.2;0.0
8751;31/03/2024;468;197;15;;1;45.14;0.0
59108;23/12/2025;3203;9;2;;1;36.22;0.0
27152;2024-10-22;4237;282;2;24.0;1;22.4;2.24
1437;2024-01-14;4768;469;6;;1;25.93;0.0
508;2024-01-05;3327;440;7;;2;90.6;0.0
48786;2025-07-28;1863;215;5;;2;69.38;0.0
38171;22/02/2025;454;96;6;;1;17.02;
5931;29/02/2024;3028;27;5;;1;204.96;0.0
59538;26 de diciembre de 2025;2343;389;5;;2;91.46;0.0
8948;03/04/2024;3590;134;9;12.0;1;0.01;2.19
12971;26/05/2024;148;133;13;19.0;1;34.06;8.52
51492;2025-09-06;325;202;12;21.0;1;159.35;23.9
12243;19/05/2024;151;68;13;19.0;2;29.91;14.96
17304;08/07/2024;1802;101;11;23.0;1;106.25;15.94
28413;07/11/2024;2835;11;9;;1;12.48;0.0
32264;2024-12-14;1108;89;7;40.0;1;52.39;15.72
4387;09/02/2024;1843;480;14;29.0;2;75.27;45.16
54861;2025-11-04;4646;310;8;;2;7.4;0.0
45513;2025-06-28;1305;411;7;;1;72.33;0.0
10311;25/04/2024;1103;137;7;;1;32.31;0.0
50436;20/08/2025;2544;336;8;;1;22.32;0.0
8922;03/04/2024;2145;430;9;12.0;2;51.12;20.45
8694;31/03/2024;2647;83;12;;1;260.82;0.0
17028;2024-07-06;3617;30;8;;2;8.09;0.0
25489;29/09/2024;428;91;14;;1;24.37;0.0
1540;14/01/2024;220;195;6;;1;258.32;0.0
9122;06/04/2024;4122;189;2;37.0;1;18.42;0.92
33980;2024-12-26;2712;287;7;15.0;1;33.98;1.7
15285;21/06/2024;538;350;8;;1;29.79;0.0
5868;29/02/2024;538;468;3;13.0;1;53.52;
35329;08/01/2025;1000;381;8;15.0;1;56.74;2.84
45876;02/07/2025;1702;70;8;;1;18.48;0.0
22491;22/08/2024;4819;340;10;;3;65.75;0.0
13030;27 de mayo de 2024;2265;440;7;19.0;1;88.7;22.18
11570;2024-05-11;1966;197;2;20.0;1;48.49;4.85
45437;27 de junio de 2025;1149;498;2;31.0;2;59.46;35.68
22000;2024-08-16;4092;142;2;;1;25.22;0.0
391;4 de enero de 2024;1638;154;15;38.0;1;5.57;0.84
17849;2024-07-12;630;432;2;23.0;1;16.51;2.48
29002;13/11/2024;3963;320;12;;2;57.04;0.0
17577;10/07/2024;4743;489;11;23.0;1;216.91;32.54
31729;09/12/2024;768;276;7;30.0;1;102.2;25.55
56876;02/12/2025;3927;121;4;;1;24.1;0.0
42833;20/05/2025;2501;314;8;;1;336.47;0.0
32022;12 de diciembre de 2024;2052;68;15;;1;31.68;0.0
36359;2025-01-21;1872;224;2;32.0;1;40.56;2.03
11351;2024-05-08;3739;53;3;20.0;1;90.24;9.02
25082;24/09/2024;2239;377;9;;1;145.81;0.0
41204;21/04/2025;3610;6;1;;2;36.74;0.0
6720;09/03/2024;1748;431;4;;3;54.47;0.0
15541;2024-06-24;2702;29;10;;1;19.61;0.0
57439;07/12/2025;1767;29;6;;3;20.06;0.0
49659;2025-08-08;3421;219;3;;1;12.01;0.0
27242;23/10/2024;2281;405;14;;1;149.83;0.0
14694;15/06/2024;733;396;5;;3;19.58;0.0
947;09/01/2024;3754;383;12;;1;64.28;0.0
48345;2025-07-24;1120;302;11;;1;28.16;0.0
14328;11/06/2024;211;393;1;;3;39.93;0.0
14415;2024-06-11;3616;29;1;;1;19.79;0.0
54018;20/10/2025;668;309;9;8.0;1;2.92;0.15
35933;16/01/2025;4396;207;13;;1;92.9;0.0
35316;2025-01-08;3109;469;11;;1;24.81;0.0
32158;13/12/2024;4810;309;3;30.0;1;3.21;0.8
18158;14/07/2024;4615;129;15;23.0;2;130.36;39.11
13008;27 de mayo de 2024;3060;309;12;19.0;1;3.11;0.78
33041;19/12/2024;4325;231;11;15.0;1;25.36;1.27
20828;02/08/2024;4795;244;12;34.0;2;187.0;56.1
25374;28/09/2024;298;320;15;9.0;1;56.16;16.85
36387;2025-01-22;2141;279;10;32.0;1;228.48;11.42
51534;06/09/2025;1389;187;1;4.0;1;21.6;3.24
27406;25/10/2024;3807;11;12;;1;12.82;0.0
48292;23/07/2025;3181;239;3;;1;10.87;0.0
7009;2024-03-12;1295;88;11;;2;33.65;0.0
54510;2025-10-29;3535;496;5;;1;60.32;0.0
58907;2025-12-21;1863;268;11;;2;19.97;
42038;2025-05-07;4307;242;9;;1;84.58;0.0
17305;2024-07-08;1445;327;12;23.0;2;51.89;15.57
4634;2024-02-12;2223;439;4;29.0;1;49.65;14.89
31087;5 de diciembre de 2024;3046;158;1;40.0;2;16.4;9.84
17131;07/07/2024;1770;307;9;23.0;1;239.64;35.95
40476;04/04/2025;3240;427;13;;1;33.75;0.0
19954;27/07/2024;3380;194;7;;1;48.57;0.0
41751;03/05/2025;3547;202;10;35.0;2;161.5;16.15
27053;20/10/2024;2176;331;6;24.0;3;30.44;9.13
54782;2025-11-02;3070;245;2;;1;16.74;
47081;2025-07-13;33;446;5;;1;57.43;0.0
30134;28 de noviembre de 2024;352;439;7;;1;45.64;0.0
10763;02/05/2024;3964;3;13;20.0;2;94.61;18.92
13946;2024-06-07;3092;122;12;;1;97.09;0.0
24942;2024-09-22;586;6;10;;1;35.46;0.0
14343;11/06/2024;38;3;4;;2;94.54;0.0
38368;2025-02-26;4149;374;7;22.0;1;77.56;15.51
9291;08/04/2024;2503;485;9;;1;39.42;0.0
28932;13/11/2024;2098;282;3;28.0;1;22.94;6.88
15990;2024-06-29;3545;46;15;;1;90.97;0.0
43124;2025-05-25;326;389;4;;1;93.08;0.0
32697;16/12/2024;2588;29;15;;1;19.8;0.0
36406;22 de enero de 2025;4628;209;2;32.0;2;301.14;30.11
20598;2024-07-31;4744;239;13;;1;11.04;0.0
27737;30 de octubre de 2024;3501;231;9;;2;23.99;0.0
25869;2024-10-05;243;99;5;;1;27.12;0.0
51065;2025-08-30;3240;356;15;;2;179.31;0.0
21200;06/08/2024;711;111;15;34.0;2;248.36;74.51
33368;2024-12-21;2411;355;9;;1;8.81;0.0
53045;04/10/2025;2148;309;3;25.0;1;3.19;0.8
21925;15/08/2024;2284;11;9;34.0;1;13.58;2.04
34421;2024-12-29;2770;381;3;15.0;1;57.02;2.85
56626;2025-11-29;2458;389;8;26.0;1;92.04;27.61
40875;14/04/2025;4545;87;2;;1;60.98;0.0
31372;2024-12-07;3705;361;10;;1;19.17;0.0
57249;5 de diciembre de 2025;413;70;10;;1;19.02;0.0
1894;17/01/2024;3449;411;1;11.0;1;73.4;7.34
7834;21/03/2024;2327;44;10;37.0;1;11.41;0.57
32652;16/12/2024;3245;350;14;;1;28.96;0.0
42905;21/05/2025;2683;96;3;;2;16.32;0.0
44349;2025-06-11;2730;246;11;;3;7.35;0.0
22887;26/08/2024;4011;192;13;;1;84.85;0.0
20747;2024-08-01;1698;239;7;34.0;1;10.99;1.65
33031;2024-12-19;747;420;3;15.0;2;8.05;0.81
376;2024-01-04;1638;361;3;38.0;2;19.39;5.82
18351;2024-07-16;2492;152;8;;1;46.75;0.0
53110;2025-10-05;1930;440;12;25.0;1;97.27;24.32
30772;2024-12-03;185;93;4;28.0;1;11.47;3.44
1467;14/01/2024;2943;288;10;;1;33.15;
12616;2024-05-23;1226;244;12;;2;188.17;0.0
13544;2024-06-02;3848;166;11;;1;14.54;0.0
48995;2025-07-29;3117;268;1;;1;20.15;0.0
5697;2024-02-26;35;498;7;;2;54.61;
17628;11/07/2024;2480;322;2;23.0;1;10.4;1.56
58160;2025-12-14;478;141;14;;1;8.06;0.0
55018;2025-11-06;1293;304;7;;1;121.41;0.0
4838;15/02/2024;2367;111;6;29.0;2;244.71;146.83
56114;2025-11-22;157;151;7;26.0;3;26.01;23.41
33710;2024-12-23;3370;311;5;15.0;2;40.74;4.07
55602;14/11/2025;1020;287;6;;3;35.77;0.0
42432;2025-05-13;755;55;11;;3;177.18;0.0
52499;24/09/2025;4495;78;7;;1;22.58;0.0
29099;2024-11-15;847;119;1;28.0;3;2.54;2.29
19042;2024-07-20;3662;364;15;34.0;1;3.7;0.56
15883;28/06/2024;2674;103;14;;2;12.82;0.0
46122;2025-07-04;13;348;12;;1;39.53;0.0
10906;4 de mayo de 2024;2534;446;4;20.0;3;54.75;16.43
50955;2025-08-28;2507;59;10;4.0;2;45.1;13.53
28622;2024-11-10;117;389;6;33.0;3;86.01;77.41
59119;2025-12-23;4627;314;8;;1;336.08;0.0
4876;15/02/2024;1749;239;12;;1;10.47;0.0
39347;2025-03-15;1305;214;8;22.0;1;54.54;10.91
19184;21/07/2024;4469;103;12;34.0;1;12.79;1.92
20691;31 de julio de 2024;4211;45;6;34.0;1;93.44;14.02
13332;31/05/2024;3344;194;3;5.0;2;49.83;29.9
56284;24/11/2025;4876;383;1;26.0;1;67.53;20.26
57148;04/12/2025;248;194;3;26.0;1;46.92;14.08
33067;2024-12-19;4708;11;9;;2;13.29;0.0
44951;20/06/2025;2687;98;9;31.0;1;18.06;5.42
25626;01/10/2024;679;361;14;1.0;1;19.14;2.87
23155;30/08/2024;1000;421;14;;1;18.14;0.0
52976;3 de octubre de 2025;1885;131;3;25.0;1;10.07;2.52
17242;08/07/2024;1656;361;1;;1;20.16;0.0
40746;10/04/2025;2039;457;6;;2;31.41;0.0
44232;2025-06-10;2477;1545;13;;1;15.55;0.0
2036;18/01/2024;4378;103;11;;1;12.1;0.0
20424;30/07/2024;875;162;9;34.0;1;29.17;4.38
10451;27/04/2024;2894;89;2;;1;47.2;0.0
42933;2025-05-22;3686;361;2;;1;20.38;0.0
18543;2024-07-17;4595;359;10;23.0;1;10.62;
43060;24/05/2025;712;483;5;;2;16.07;
17884;2024-07-12;3837;154;14;23.0;1;5.43;0.81
46166;2025-07-05;4982;483;2;;1;14.97;0.0
52665;27/09/2025;1708;345;8;;1;31.78;0.0
45753;2025-07-01;1856;114;8;;1;32.37;0.0
46989;2025-07-12;2748;431;13;;1;52.55;0.0
41613;2025-05-01;4033;151;13;35.0;1;25.44;1.27
6829;2024-03-10;3217;280;5;;1;17.27;0.0
7131;13/03/2024;3111;1557;1;;1;64.31;0.0
40038;27/03/2025;4625;62;12;36.0;1;216.82;43.36
40723;10 de abril de 2025;1478;441;5;;1;18.23;0.0
20470;2024-07-30;2909;196;3;;1;3.27;0.0
16627;2024-07-03;3076;276;3;;1;105.59;0.0
57845;11/12/2025;3102;296;9;;1;35.24;0.0
13991;07/06/2024;3588;121;2;;1;24.85;0.0
35913;2025-01-16;261;45;11;32.0;1;85.68;4.28
18029;2024-07-13;2909;326;6;;1;75.53;
47316;15/07/2025;3161;197;8;;1;45.06;0.0
7372;16/03/2024;3807;226;2;;2;7.39;0.0
40300;31/03/2025;1305;114;11;;1;33.46;0.0
5595;25/02/2024;374;470;3;14.0;1;53.02;5.3
27333;25/10/2024;2536;122;7;;2;93.3;0.0
47292;14 de julio de 2025;2121;1570;14;;1;109.34;0.0
47235;2025-07-14;2787;136;2;;1;108.04;0.0
56778;2025-12-01;4181;185;13;26.0;1;105.14;31.54
55586;2025-11-14;2426;252;6;26.0;3;15.99;14.39
34845;2025-01-02;1289;349;13;15.0;1;144.75;7.24
4104;06/02/2024;1796;167;3;;1;145.03;0.0
7494;17/03/2024;1787;361;8;;1;20.56;
56096;2025-11-22;1790;330;5;;1;24.37;0.0
29378;2024-11-18;1871;350;14;33.0;1;29.94;8.98
38737;04/03/2025;1456;322;10;22.0;1;11.04;2.21
24705;2024-09-19;4742;209;7;9.0;1;303.53;91.06
15471;2024-06-23;539;128;1;;1;19.04;0.0
23989;09/09/2024;2296;103;14;2.0;1;11.82;1.18
26682;2024-10-15;2683;361;3;;2;20.35;0.0
20351;2024-07-29;3007;184;12;;1;40.52;0.0
55649;15/11/2025;2809;498;9;;1;54.22;0.0
54489;29/10/2025;3231;489;3;;1;214.55;0.0
50734;2025-08-24;1315;398;2;;2;162.58;0.0
57887;11/12/2025;3796;475;12;;1;58.18;0.0
39523;18/03/2025;1864;320;4;;1;56.5;0.0
2576;2024-01-23;3864;197;3;11.0;1;46.88;4.69
30426;01/12/2024;1658;466;3;;1;52.71;0.0
14390;2024-06-11;3601;454;7;;1;174.34;0.0
49053;30 de julio de 2025;4178;326;7;;1;71.09;0.0
4043;2024-02-05;4066;355;14;;2;9.13;0.0
50520;2025-08-21;2797;1502;8;;2;175.68;0.0
12854;25/05/2024;1688;361;5;5.0;1;19.15;5.74
4079;2024-02-06;3056;415;15;;1;24.61;0.0
47015;12/07/2025;1243;440;6;;1;92.59;0.0
7755;20/03/2024;1033;496;2;;1;61.6;0.0
46935;12/07/2025;1416;9;7;;1;39.87;0.0
32468;2024-12-15;2818;194;3;30.0;1;50.26;12.56
25217;26/09/2024;4076;45;1;9.0;1;88.99;26.7
42231;10/05/2025;2809;471;14;3.0;1;35.4;10.62
30792;2024-12-03;3644;310;1;;1;7.76;0.0
15961;28/06/2024;2052;246;3;;1;7.84;
19163;21/07/2024;4981;142;10;34.0;1;25.32;3.8
37372;05/02/2025;330;285;2;;1;76.21;0.0
21317;08/08/2024;358;469;6;34.0;1;24.96;3.74
14253;10/06/2024;2390;167;1;;1;141.3;0.0
34754;2025-01-01;3969;9;1;15.0;1;39.45;1.97
20246;28/07/2024;1347;459;11;34.0;1;41.03;6.15
40543;05/04/2025;4574;439;10;;1;48.71;0.0
9727;16/04/2024;3092;195;11;12.0;2;260.79;104.32
16710;04/07/2024;3930;231;4;;1;24.48;0.0
48925;29/07/2025;423;381;10;;3;60.96;0.0
48329;2025-07-24;3756;345;2;;1;29.65;0.0
43299;28/05/2025;93;287;3;;1;34.41;0.0
22779;25/08/2024;3133;194;15;;2;51.38;0.0
44941;2025-06-20;3617;42;8;31.0;1;17.24;5.17
936;9 de enero de 2024;2331;71;5;;3;40.13;0.0
4055;05/02/2024;3295;309;11;;1;3.22;0.0
51390;4 de septiembre de 2025;2939;345;11;4.0;1;31.52;4.73
58519;18/12/2025;860;439;11;;1;47.7;0.0
37998;2025-02-19;4538;355;2;;1;9.06;0.0
45139;2025-06-22;2775;380;3;31.0;1;16.28;4.88
20956;2024-08-03;2073;30;1;34.0;1;7.92;1.19
13667;04/06/2024;3682;310;3;;2;8.01;0.0
40223;30/03/2025;1217;132;1;36.0;1;137.69;
34037;2024-12-26;4658;470;4;;1;53.43;0.0
865;2024-01-08;7;103;4;38.0;1;12.12;1.82
45099;2025-06-22;1518;44;1;31.0;1;12.34;3.7
37711;2025-02-13;83;167;9;10.0;1;152.43;7.62
2254;20/01/2024;558;469;9;11.0;2;25.96;5.19
22395;20/08/2024;789;51;11;;1;29.28;0.0
49768;10 de agosto de 2025;2998;37;4;;2;15.56;0.0
23383;1 de septiembre de 2024;599;376;9;;2;14.23;0.0
16756;2024-07-04;2141;375;1;;1;39.15;0.0
36635;2025-01-25;4509;30;2;32.0;1;7.76;0.39
43117;25/05/2025;360;304;14;;1;127.7;0.0
40709;10/04/2025;1693;468;9;;1;54.23;0.0
33378;2024-12-21;518;209;7;30.0;1;302.93;75.73
37420;06/02/2025;2660;393;5;;2;40.96;0.0
58356;2025-12-16;3370;46;13;;1;94.33;0.0
30006;2024-11-26;3619;114;7;;1;31.71;0.0
25257;2024-09-27;2296;361;14;9.0;1;19.96;
15887;2024-06-28;838;70;5;;1;17.55;
38688;2025-03-03;2596;429;13;;1;23.94;0.0
20014;2024-07-27;4096;91;7;34.0;1;23.33;3.5
14023;2024-06-07;2809;309;4;;1;2.92;0.0
18749;18/07/2024;3037;120;11;;2;5.2;0.0
7149;2024-03-13;3595;350;9;;1;28.7;0.0
46417;2025-07-07;3705;197;4;;1;45.2;0.0
43404;29/05/2025;423;167;9;;2;142.01;0.0
12998;2024-05-27;3247;345;10;19.0;2;31.23;15.62
20174;2024-07-28;4094;1588;12;;1;12.59;0.0
56403;26/11/2025;3610;11;8;26.0;3;12.73;11.46
5582;25 de febrero de 2024;1554;436;8;29.0;1;11.03;3.31
10901;2024-05-04;3278;239;10;20.0;2;10.68;2.14
5061;18/02/2024;734;452;10;;1;89.33;0.0
47803;19/07/2025;925;489;13;;1;225.84;0.0
9616;14/04/2024;1749;87;9;12.0;1;63.48;12.7
37406;2025-02-06;4816;470;1;;1;54.69;0.0
8045;24/03/2024;3754;489;9;;1;224.9;0.0
17047;2024-07-06;668;355;11;;1;9.01;0.0
8387;2024-03-27;607;470;4;;3;54.0;0.0
14630;14/06/2024;1718;331;7;;3;30.08;0.0
55363;2025-11-11;2505;98;6;26.0;1;17.73;5.32
28836;12/11/2024;3007;172;14;;2;89.5;0.0
27565;28/10/2024;1;317;6;;1;38.13;0.0
42080;08/05/2025;3452;496;10;;2;61.05;0.0
2777;2024-01-24;1982;122;9;;1;94.18;0.0
53688;2025-10-15;1242;246;10;;2;8.08;0.0
46436;07/07/2025;1549;257;12;;1;65.77;0.0
55296;2025-11-10;1556;411;3;;3;77.33;0.0
43647;2025-06-02;1446;141;13;;1;7.66;0.0
2497;2024-01-22;1218;439;1;11.0;1;50.01;5.0
7190;14/03/2024;1466;210;12;;3;15.91;0.0
13732;2024-06-04;2383;474;3;;2;85.8;0.0
53284;08/10/2025;3871;393;8;;1;42.16;0.0
5574;2024-02-24;140;43;6;;1;13.43;0.0
6136;3 de marzo de 2024;322;47;13;13.0;2;25.44;5.09
29846;2024-11-24;3617;105;2;28.0;3;21.09;18.98
20812;02/08/2024;3147;40;15;34.0;1;25.8;3.87
10554;2024-04-29;3347;378;6;20.0;3;34.48;10.34
5248;2024-02-20;3247;176;3;14.0;2;56.96;11.39
21154;2024-08-06;3628;218;14;;1;19.85;0.0
3982;4 de febrero de 2024;4668;103;7;;1;11.67;0.0
24210;12/09/2024;2421;489;9;;1;221.21;0.0
30565;02/12/2024;4263;176;9;28.0;1;60.82;18.25
11086;5 de mayo de 2024;2383;21;3;20.0;1;35.2;3.52
19054;20/07/2024;4915;231;11;34.0;1;24.63;3.69
53130;2025-10-05;4016;304;14;;2;125.48;0.0
27541;27/10/2024;933;496;9;;2;62.32;0.0
16664;2024-07-04;2470;350;4;;2;30.49;0.0
45927;2025-07-03;1705;476;10;;1;10.6;0.0
2173;2024-01-20;3060;259;14;;2;41.33;0.0
32084;12/12/2024;2894;40;11;40.0;1;27.56;8.27
31900;2024-12-11;417;166;9;40.0;1;14.49;4.35
55921;2025-11-19;4694;498;6;;1;56.99;0.0
58786;20/12/2025;4367;40;1;;1;26.83;0.0
41487;28/04/2025;2505;239;7;35.0;3;10.4;1.56
7453;17/03/2024;3304;120;8;;1;5.72;0.0
48322;2025-07-24;3216;331;14;;1;29.74;0.0
5198;2024-02-20;3435;37;13;29.0;1;14.24;4.27
26271;10/10/2024;1463;222;13;;1;19.04;0.0
17794;12/07/2024;2474;133;1;23.0;1;35.06;5.26
13211;2024-05-29;4140;192;3;19.0;1;87.83;21.96
44440;13/06/2025;3780;468;11;;1;49.46;0.0
48804;28/07/2025;4545;98;7;;2;17.3;0.0
15996;2024-06-29;4300;331;1;;1;29.27;0.0
59683;28 de diciembre de 2025;2096;450;10;;1;26.1;0.0
28993;13/11/2024;205;38;2;;1;70.68;0.0
21058;2024-08-04;1188;309;15;34.0;1;2.99;0.45
53308;2025-10-08;1323;116;14;;2;71.53;0.0
7207;2024-03-14;4077;128;4;;2;18.7;0.0
21268;2024-08-07;59;96;6;;1;16.36;0.0
22192;18/08/2024;2058;141;14;;1;7.89;0.0
3810;2024-02-02;1270;427;13;11.0;1;32.59;3.26
43513;31/05/2025;2379;29;6;;2;19.99;0.0
42848;21/05/2025;1362;51;8;;2;31.35;0.0
25098;2024-09-24;1673;380;9;;1;15.25;0.0
45257;24/06/2025;1778;411;1;31.0;1;74.36;22.31
51034;2025-08-29;2051;406;14;4.0;1;2.49;0.37
21068;05/08/2024;1741;470;6;34.0;2;55.29;16.59
5544;24/02/2024;1656;282;8;14.0;2;23.89;4.78
48450;2025-07-25;150;496;15;;2;58.9;0.0
44633;2025-06-16;3482;310;9;;1;8.04;0.0
48288;23/07/2025;777;195;12;;3;264.56;0.0
43170;25/05/2025;1763;420;5;;1;8.27;0.0
29008;2024-11-14;3617;110;12;28.0;1;42.59;12.78
56232;2025-11-23;4891;194;7;26.0;1;48.85;14.65
29979;2024-11-26;3619;483;7;;2;15.37;0.0
20948;2024-08-03;4939;6;3;;1;36.86;0.0
54076;21 de octubre de 2025;1868;359;7;8.0;2;9.68;0.97
54293;25/10/2025;818;380;4;;1;16.04;0.0
32464;2024-12-15;828;440;3;30.0;2;93.59;46.8
17654;11/07/2024;4358;30;7;23.0;1;7.77;1.17
29093;15/11/2024;3933;296;15;28.0;2;34.44;20.66
51503;6 de septiembre de 2025;3689;355;6;;3;9.08;0.0
41514;28/04/2025;1049;288;15;;2;36.14;0.0
34153;27/12/2024;4727;304;15;;1;129.77;0.0
54216;2025-10-24;37;6;1;;2;33.79;0.0
41805;03/05/2025;4580;35;1;35.0;1;14.89;0.74
45864;2 de julio de 2025;151;231;1;;2;23.25;0.0
33066;19/12/2024;3353;317;15;;2;38.1;0.0
8636;2024-03-30;4723;362;13;37.0;2;84.74;8.47
4874;15/02/2024;4977;379;15;14.0;1;24.52;2.45
54614;2025-10-31;378;287;2;;1;34.63;0.0
36636;2025-01-25;3226;348;4;32.0;1;40.8;2.04
13908;2024-06-06;3814;229;9;;3;23.09;0.0
2078;2024-01-19;4547;209;2;11.0;2;292.14;58.43
15030;19/06/2024;244;12;15;;1;64.28;0.0
48444;25/07/2025;4122;391;6;;1;202.72;0.0
14210;09/06/2024;2773;361;12;;1;20.05;0.0
29328;2024-11-17;4290;286;4;28.0;1;103.38;31.01
24369;2024-09-14;3640;492;1;9.0;1;5.94;1.78
3010;2024-01-26;932;131;10;11.0;1;9.63;0.96
18614;2024-07-17;4314;397;4;23.0;1;74.0;11.1
15217;2024-06-20;2933;396;8;;1;19.11;0.0
19227;21/07/2024;3211;274;12;34.0;1;19.14;2.87
2538;2024-01-22;2905;432;8;;1;17.21;0.0
49347;03/08/2025;3602;52;3;;2;111.76;0.0
16396;02/07/2024;1108;263;4;;2;47.43;0.0
40131;2025-03-29;202;469;6;36.0;3;24.61;14.77
39405;16/03/2025;3462;383;11;;2;63.83;0.0
7499;17/03/2024;3181;468;7;;1;49.75;0.0
46251;2025-07-05;3070;18;4;;2;11.74;0.0
41778;3 de mayo de 2025;1149;194;5;;1;48.89;0.0
59474;26 de diciembre de 2025;3372;468;2;;2;49.13;0.0
20427;30/07/2024;875;358;9;34.0;3;17.64;7.94
39322;14/03/2025;1506;43;12;22.0;1;13.04;2.61
10771;02/05/2024;4021;300;5;20.0;1;231.76;23.18
48900;29 de julio de 2025;1487;431;13;;3;54.07;0.0
32536;2024-12-15;4184;383;13;40.0;1;69.18;20.75
30314;30/11/2024;2982;347;10;28.0;2;45.3;27.18
21890;15/08/2024;474;393;12;34.0;1;42.34;6.35
23239;2024-08-31;3590;226;11;;1;7.42;0.0
21685;2024-08-12;1564;120;11;34.0;3;5.7;2.56
28636;2024-11-10;4314;309;9;;1;3.21;0.0
37423;06/02/2025;3410;453;13;;1;72.57;0.0
321;2024-01-03;2027;70;14;;1;18.21;0.0
